tweet_id,tweet_text,label,tvt,cv_fold,tt,tvt2,tvt2_1,tvt2_2,tvt2_3
767710245779103744,"in a historic first, the international criminal court has classified destroying cultural artifacts as a war crime. URL",non-rumor,training,1,test,training,training,validation,validation
519929168864497664,“@complexmag: someone spray painted a penis on a $2.4 million bugatti veyron: URL URL ” legendary,false,validation,3,training,testting,training,training,training
651809229842608128,avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,unverified,test,1,training,training,training,training,training
500377145349521411,to be clear: an unarmed teenager possibly stealing a box of cigars does not warrant being shot to death by the police. #ferguson,unverified,training,1,test,validation,training,training,training
675434959939756032,'do you know me? do you know my heart?' muslims in new york share their experiences URL URL,non-rumor,training,2,training,training,validation,training,validation
489833932813516800,this is the surface-to-air missile ukraine says shot down malaysia airlines plane URL URL,false,validation,2,training,training,training,training,validation
548672230134382592,bobby shmurda stabbed to death in jail by cell mate URL URL,false,training,3,training,training,training,training,validation
665317131597291520,"breaking: police operation at bataclan concert venue over, two attackers killed: bfm tv URL",non-rumor,training,3,training,validation,training,training,validation
693711272014155776,zika fever: a newly emerging disease is threatening the americas URL URL,non-rumor,training,3,training,validation,training,training,training
500327120770301952,how many white celebrities have been caught shoplifting and end up dead in streets? i'll wait. #ferguson,unverified,training,2,training,training,training,testting,training
693821069879160832,"from @otlonespn: baylor faces accusations of ignoring sex assault claims against athletes, not supporting victims: URL",non-rumor,training,2,training,training,training,validation,validation
532281981795848192,manager bans teen slang from work including 'chill'. adds stop accusing people of having ebola URL URL,false,validation,2,training,training,validation,validation,training
767528171520524288,japanese prime minister shinzo abe at #rio2016 closing ceremony is all our super mario dreams. URL,non-rumor,training,2,training,training,training,training,validation
496698590153416704,justin bieber ringtone saves russian fisherman from potentially fatal bear attack.,false,validation,3,test,validation,training,testting,training
690137637810761728,"uk home secretary theresa may says litvinenko's murder was ""blatant and unacceptable"" breach of international law URL",non-rumor,validation,2,training,training,testting,training,validation
546028163134808064,interested in growing your follower base on twitter? set up a followers campaign today. URL URL,unverified,training,0,test,training,training,training,training
522815405451407360,"a passenger at an african airport? no, the man in a homemade hazmat suit is flying out of dulles, washington: #ebola URL",unverified,training,1,test,training,training,training,training
531531382611513344,breaking news: iraqi state tv confirms isis group leader al-baghdadi wounded in airstrike - URL URL,unverified,training,0,test,training,training,training,training
376874273601630208,"once again, jk rowling is not working on an eighth harry potter book. i expect this rumour originated from either the quibbler or trelawney.",false,training,3,training,training,training,training,training
500319675797209088,"if we shot everyone in the street for stealing, imagine the carnage on wall st. #mikebrown #ferguson",unverified,training,2,training,training,training,validation,training
517487705978966016,"d.a. to seek death in #moore, #oklahoma beheading case. #altonnolen #kellyfile URL",true,training,1,test,training,testting,training,training
521770744855134208,"#isis barbarians are using chemical weapons , against kurds in #kobane #airdrop2kobane #كوباني @barackobama #un URL",unverified,training,2,test,training,training,training,training
553575232867672064,more: official: gunman holding at least five hostages in paris market has threatened to kill them if police approach: URL,unverified,training,1,test,training,training,training,training
501881262240694272,"please pray for steven sotloff, [another captive american] that #isis has threatened to behead. #tcot URL",true,training,2,training,training,training,training,training
525039784503541760,"cpl. nathan cirillo pictured on the left, minutes before he was shot at the war memorial today. #cbcott #ottnews URL",true,training,3,training,training,training,training,training
759653274605740032,poll: five percent of americans would vote harambe the dead ape for president URL URL,non-rumor,training,3,test,validation,training,training,training
553169307824177152,banksy's response to the #charliehebdo attack isn't by banksy. but it is striking: URL URL,false,training,2,training,training,validation,validation,validation
572002458647412736,now: 12-year-old conservative cj pearson defends giuliani's comments on obama and his facebook gets shut down! URL,false,test,1,test,training,training,validation,testting
530017051025604609,"breaking: huge explosion of an #oil pipeline belonging to @saudi_aramco near sudair, #saudiarabia. URL",false,validation,1,test,training,training,training,training
693102023764492288,"uk mother tareena shakil, who took son to syria, guilty of joining so-called islamic state and encouraging terror URL",non-rumor,test,0,training,training,training,testting,validation
692707593991643136,breaking news: u.s. detects activity in north korea suggesting plans toward space launch,non-rumor,test,3,training,training,training,training,training
693934062445187072,"bernie sanders and donald trump continue to hold wide leads in new hampshire primary races, cnn/wmur poll finds. URL",non-rumor,validation,3,test,training,training,training,training
571052823665704960,do you notice similar muslim radical terrorist hand gesture between obama & isis killer???? #tcot @carminezozzora URL,false,validation,1,test,training,training,testting,training
543436472842334209,obama appoints fatima noor to homeland security post!! the fox in the henhouse!! #ccot #tcot #pjnet URL,unverified,test,1,training,training,training,validation,validation
689529955294777344,colombian government and left-wing farc rebel movement agree ceasefire to end decades-long conflict URL,non-rumor,training,3,training,training,training,training,testting
691299810553384960,fact: up to 129 million americans with pre-existing conditions can no longer be denied coverage. #acaworks URL,non-rumor,test,3,training,training,training,training,training
528237933661544448,"fanged deer pops up in afghanistan, 60 years after its last appearance URL URL",true,training,2,training,validation,training,testting,training
674713782778654721,#ceres captured by dawn spacecraft. check out those bright spots! video: URL URL,non-rumor,validation,1,training,training,validation,training,validation
500377906305327104,"#ferguson pd charged #henrydavis w/ ""destruction of property"" for bleeding on their uniforms: URL URL",unverified,test,2,test,training,training,testting,training
650952376954650629,pathetic little twat can’t wait to argue over 5p bag charge URL URL,unverified,validation,1,training,training,training,training,training
407213757048160256,r.i.p paul walker.... he died doing what he loved... and that's going fast. URL,true,training,2,test,validation,training,training,training
428366153149194240,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you.,false,test,3,training,training,training,training,training
570405783306944514,"jamie dornan leaving fifty shades of grey?! yeah, not so much: URL",false,training,2,training,validation,validation,training,training
522453569702989824,passenger wears personal protective equipment (ppe) for flight at dulles #ebola URL URL,unverified,training,0,training,validation,testting,testting,training
580325090367315968,"flight #4u9525 initially climbed to 38,000 feet before before it started to descend and lost signal at 6,800 feet. URL",unverified,validation,1,training,training,training,training,training
689799953330368513,"gop strategist says trump supporters are ""childless single men who masturbate to anime"" URL URL",non-rumor,training,1,test,validation,training,validation,training
524930671220105216,developing news: soldier shot at war memorial. watch cbc nn for coverage. or follow online: URL URL,true,training,1,test,training,training,validation,training
407197672702214144,"prayers to our friend, tyrese. his emotional message about paul walker got us choked up... URL",true,test,1,training,training,training,training,training
693490132440129536,"baseball players had ""fight club"" at texas high school, investigation finds: URL URL",non-rumor,validation,1,test,validation,training,testting,training
366025766183514112,japanese government says fukushima nuclear plant is leaking 300 tons of radioactive water into the ocean every day URL,false,training,2,training,training,training,training,validation
767300637012951040,"iraq executes 36 jihadists over 2014 massacre of up to 1,700 army recruits at camp speicher URL",non-rumor,training,2,training,training,training,testting,validation
686527768327274497,"rip david bowie. can we also rip the ""battle with cancer"" cliche? implies you've ""lost"" the battle, as if you didn't fight hard enough.",non-rumor,training,2,training,training,validation,training,training
764158239089029120,young people have the power and potential to change the world. happy #youthday! URL URL,non-rumor,training,0,training,validation,training,training,training
514098803347951616,breaking news: the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls. ny. nbc,true,training,2,test,training,training,training,training
522684367647559681,isis militants are beheading their own fighters URL URL,unverified,training,2,test,validation,training,validation,training
765631087867367426,good news: 185 businesses answered @potus's call to give americans with a criminal record a fair chance at a future. URL,non-rumor,training,3,test,training,training,training,training
489974591985840128,ukraine officials say malaysian jet was shot down by a buk missile system URL #mh17 URL,false,test,1,test,training,validation,training,training
536105045545472000,"a letter from @lego_group in the 1970s, boxed in with the toys via @s8mb @hfdsp #gender #equality URL",true,training,3,test,training,validation,training,testting
509152237503778816,calm yourselves- durex has not come out with a pumpkin spice condom URL URL,false,training,3,test,training,training,training,validation
407182466613792768,"fan of ""fast & furious"" actor paul walker shocked by his death as memorial grows URL URL",true,validation,0,training,training,testting,training,training
687632433483759616,#oscarnoms: nominations for best picture URL URL,non-rumor,training,3,training,validation,validation,testting,training
407181813174788096,paul walker's co-stars take to twitter to share their condolences following his death URL #rippaulwalker #teampw,true,training,2,test,training,training,training,training
536962520477470720,that powerful letter from lego to parents from the 1970s? it's real URL URL,true,validation,2,training,training,training,validation,training
554655549896159233,just heart breaking. french police commissioner commits suicide after meeting charliehebdo bereaved. URL,false,training,2,test,training,training,validation,training
436157173161144321,"talking angela gets ur personal info ""he's a kidnapper"" ""he watches u through ur camera"" URL",false,validation,1,test,validation,training,training,training
550175324634619904,😔😔😔 “@buzzfeed: a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL ”,unverified,validation,3,training,training,training,validation,training
551120768164462592,"donna douglas, star of the beverly hillbillies, has passed away at 81 URL URL",true,test,2,test,training,training,testting,validation
524965786059026432,"breaking news: one soldier has died after ottawa shooting, suspect(s) still at large - URL",true,validation,3,training,training,training,training,validation
510908595144519680,david haines 'beheading': isis release video claiming to show execution of british hostage URL URL,true,training,1,training,training,validation,training,training
568580363339091968,macklemore announced today that he has joined isis.,false,validation,3,training,training,training,validation,training
763738618573623297,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,unverified,training,2,training,training,training,validation,training
531498841158082562,isis confirms: leader al-baghdadi wounded in u.s. airstrike URL URL,unverified,training,2,test,validation,training,training,training
757367391202471937,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified,training,2,training,validation,training,training,training
692357775859564544,neurotic woman turns to neurotic friends for support URL URL,non-rumor,test,0,training,training,training,training,training
524928119955013632,"police say they have located car belonging to suspect in #ottawa shooting. uniformed soldier shot at war memorial, condition unknown.",true,training,2,training,training,training,training,training
500413818368184321,"remarkably, despite the military-style police presence in #ferguson, a known killer was able to skip town URL",unverified,training,2,training,training,validation,training,validation
554722567224049664,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) URL URL",true,training,0,test,training,training,training,training
756282236375277568,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified,training,0,training,validation,training,validation,validation
670380354822348801,they left syria in 2013 for a camp in jordan and arrived in detroit last week. their story URL URL,non-rumor,training,3,training,training,training,training,training
692134022839955456,man at salad bar has to say every item aloud as he adds it to salad URL URL,non-rumor,validation,3,training,validation,validation,training,training
517051126466625536,"colleen hufford was a white woman, hardly worth a mention from pres. obama (unlike #ferguson) URL URL",true,test,1,training,training,training,training,testting
553538058440941568,"more: france: shooting, hostage-taking at kosher market in paris; several reported wounded: URL",unverified,validation,1,training,testting,testting,training,training
527308173112139776,matt taibbi has left first look media. sorry to see him go. a great talent and we wish him well. URL,true,test,1,training,training,training,testting,validation
524958128392376320,"ottawa police confirm that there were multiple suspects in the shooting, saying there were ""possibly 3"" shooters. URL",true,test,3,training,testting,training,training,training
407217471473451008,"paul walker's death keeps getting more ironic... the driver, roger rodas, was a former racecar driver #rip URL",true,validation,3,training,training,validation,training,validation
550003619303788545,"transgender teen pleads for us to ""fix society"" in tumblr suicide note: URL URL",unverified,training,3,training,training,training,training,training
407176055657484289,"the last photo of paul walker, taken just before the crash that killed him. rip URL",true,validation,2,training,validation,validation,validation,testting
521727831307722753,someone spray painted a penis on a $2.4 mill bugatti URL,false,test,1,training,training,training,training,training
516727880571572225,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson URL URL",unverified,training,3,training,training,training,training,validation
522321383716818944,texas health officials say 2nd person to test positive for ebola at dallas hospital did treat thomas eric duncan: URL,true,training,3,test,validation,validation,training,testting
516423807394131968,"beautiful global solidarity in #hongkong where protesters are marching with ""hands up, don't shoot"" gesture #ferguson URL",unverified,training,2,test,testting,training,validation,training
693605375803813889,"look at this stage, this is what we talk about when we talk about diversity.  #sagawards URL",non-rumor,training,0,training,validation,training,training,validation
551106923601219585,"goodbye elly may: 'beverly hillbillies' star donna douglas dead at 81, reports say. URL URL",true,training,2,training,validation,training,training,validation
489854703321509888,"'nine britons, 23 us citizens and 80 children' feared dead after #mh17 jet 'shot down' URL URL",false,training,0,training,training,training,validation,training
716461257025581056,.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,unverified,training,3,training,training,training,training,testting
553099685888790528,banksy account joins cartoonists support for #charliehebdo #jesuischarlie URL URL,false,training,1,test,training,training,validation,training
407279190913069056,fast & furious franchise responds to paul walker's death: URL URL,true,training,2,test,training,testting,training,training
693524179597955072,ben simmons could be 1st sec player since shaq to average a 20-10. t-minus 2 hours till he faces no. 1 ou on espn. URL,non-rumor,test,1,training,validation,training,validation,training
427846006600777729,marlboro man dies of smoking-related disease URL URL,true,test,3,training,training,training,training,training
524977992683237376,shooting investigation going on for more than 3 hours. much of downtown ottawa still in lockdown: URL #cbcott #ottnews,true,test,1,test,training,training,training,validation
523535962962280448,"currently boycotting walmart & sam's on w. florissant they donated 10,000 to darren wilson!!!!!! cars are turning around! #fergusonoctober",false,test,1,training,training,training,training,validation
351767344097398785,expect to see russian forces at us events to provide “security” - this is illegal under posse comitatus! URL,false,test,3,training,training,validation,training,training
326137285450018817,a photo of black nurses saving the life of a kkk member. URL,false,training,1,training,training,training,validation,validation
745236050407194624,the big one: 'large scale motion' detected along san andreas fault URL URL,unverified,test,0,training,training,training,training,training
692581635594694658,icymi: mammoth bones from the ice age were unearthed at oregon state's football stadium. URL URL,non-rumor,training,3,training,testting,validation,training,training
455525437351800832,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie.. lol!,false,test,2,training,training,training,training,training
514512849876836352,don't put your iphone 6 in your pocket y'all URL URL,false,training,3,test,training,training,validation,validation
687631811560763392,#oscarnoms: nominations for best actress in a leading role URL URL,non-rumor,training,0,training,training,training,training,validation
767068504277344260,older brother of syrian boy in iconic image dies of injuries from airstrike on family home. URL URL,non-rumor,training,3,training,validation,validation,training,training
519965814175567872,a vandal painted a brilliantly simple penis on a $2 million bugatti veyron ( URL ) URL,false,training,1,training,training,validation,training,training
688096910217879554,".@potus's favorite movie of the year? hint: he loves saying ""science the heck out of this thing"" #youtubeasksobama URL",non-rumor,training,2,training,validation,validation,training,training
767355611277168642,"amid the chaos of winning gold, @neymarjr found a moment with his son. URL",non-rumor,training,3,training,testting,validation,training,training
532259028152246272,"chick-fil-a manager reportedly bans list of unprofessional words, internet erupts: URL URL",false,test,3,training,testting,training,training,validation
514109888138842113,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",true,test,2,training,testting,training,training,validation
729647367457230850,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,unverified,test,1,training,training,training,training,training
726442550266044416,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",unverified,validation,1,training,training,validation,training,training
516345893139001346,hands up don't shoot is being used by tens of thousands as a form of protest in hong kong. powerful. URL,unverified,training,1,training,training,training,training,training
553501357156876290,"#charliehebdo suspects ""prepared to die as martyrs"", they tell police after making contact - french media URL",unverified,training,3,training,training,validation,training,training
690670464440504320,.@potus in the oval office on a snowy afternoon at the white house. URL,non-rumor,training,3,training,training,training,validation,training
692816955837804544,"this doesn't help our score, @ianmckellen! are you team #batman or team #superman? let us know with '#empirebvs'. URL",non-rumor,training,0,test,training,validation,training,training
538010064591028224,mother’s revenge: afghan woman 'kills 25 #taliban militants' after son shot dead URL URL,unverified,validation,2,test,training,training,training,training
535282587325833216,"fuck you in advance to writers, sites, late night show hosts, etc. who will makes jokes about michael phelps' girlfriend being intersex.",unverified,test,3,test,training,training,training,training
514098833253748736,"breaking: 3 missing afghan soldiers have been found trying to cross the border into canada, senior law enforcement source tells nbc news",true,training,2,test,training,training,training,training
552498516225179650,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL,true,training,1,training,testting,training,validation,training
727966590084485120,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,unverified,validation,1,training,training,training,validation,training
489798752438583297,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,false,training,3,training,validation,training,testting,testting
514039286845698048,"alaskan reporter says ""f*ck this,"" quits on live tv — her coworker's reaction is priceless: URL URL",true,validation,2,training,training,validation,training,training
509464217549021184,"report: microsoft trying to buy mojang, creators of minecraft URL",true,validation,1,training,training,training,testting,training
489794696013967360,breaking: malaysian airlines passenger 'shot down' near russian border in ukraine URL URL,false,test,1,test,training,training,training,training
547509900130021377,peek behind the curtain of our save the americans video. URL,false,training,2,training,training,training,training,training
715671763808493569,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,unverified,validation,2,training,training,validation,training,training
