tweet_id,tweet_text,label,tvt,cv_fold,tt,tvt2,tvt2_1,tvt2_2,tvt2_3
544374511194632192,update: total of 5 people have been able to get out of sydney cafe during hostage situation: URL URL,true,training,2,training,validation,training,training,training
706665777332621314,".@berniesanders: in 2016, ""we will end institutional racism and reform a broken criminal justice system.” #demdebate",unverified,training,2,test,training,testting,training,testting
693827886021767169,our high school graduation rate is at an all-time high. —@potus URL URL,non-rumor,training,2,training,training,testting,validation,training
604354747357859842,florida couple arrested for selling fake real estate on the moon #wtf15 👉🏿👉 URL URL,false,test,2,training,validation,validation,training,training
767709416879644672,i hate writing; i love having written. dorothy parker was born on this day in 1893: URL,non-rumor,validation,0,training,training,testting,training,training
693146363685642240,"watch one direction's original #xfactoruk auditions from 2010, where it all began URL URL",non-rumor,test,0,training,training,training,testting,training
652783670370115585,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",false,test,0,training,training,training,training,training
674187250792558592,donald trump v adolf hitler URL,false,training,3,training,testting,validation,validation,training
726043971911213057,"target boycott crosses 1 million signers, stock sinks by $1.5 billion URL",unverified,training,3,training,training,validation,training,training
524935485370929152,shooting in canadian parliament comes day after isis-inspired radical drove in2 canadian soldier. also reports of shooting at war memorial/1,true,training,3,training,training,training,training,training
730939370765754368,ca grand dragon endorses hillary clinton on behalf of the kkk. #trump2016 URL URL,unverified,training,3,training,training,training,training,training
723365789378584578,"landmarks around world turn purple, in honor of #prince. #princerip #purplerain URL",unverified,training,1,training,validation,training,training,training
674244561519161344,"you're increasingly compared to hitler. does that bother you? trump: ""no."" URL",false,training,3,test,training,training,testting,training
553535829017370625,#breaking - at least five hostages in paris kosher supermarket: (afp) URL #vincennes URL,true,test,2,training,training,training,training,validation
731093044460683264,target ceo responds to nationwide boycott of the store over transgender bathroom policy URL URL,unverified,validation,3,test,training,validation,training,validation
693086218276474880,"oh, i'm so ready to watch @zaynmalik's #pillowtalk on mtv tonight at 8:15p. URL URL",non-rumor,training,1,training,training,training,training,training
692150118921957376,jeb bush campaign kicks off 3-state farewell tour with iowa town hall meeting URL URL,non-rumor,test,0,training,training,training,training,training
656830586577883136,happy #backtothefuture day! how did 'back to the future: part ii' score on 2015 predictions? URL URL,false,training,2,training,validation,training,training,validation
553543369604210689,an 11-month old baby is among the hostages at the kosher supermarket in paris. unbearably sad. URL,true,training,1,training,validation,training,training,training
767814876433571840,"rudy giuliani rips @hillaryclinton for dragging colin powell into email scandal: ""she lies every day."" URL",non-rumor,validation,2,training,training,training,training,testting
649985459389661184,an openly gay man said that he and his partner met with pope francis a day before kim davis did URL,true,test,3,training,training,training,training,training
553531413459660800,update - afp says gunman who has taken a hostage at kosher supermarket in paris believed to be suspect in killing of policewoman on thursday,true,training,3,test,validation,training,training,validation
693840291992838147,isis claims responsibility for triple bombing that killed at least 45 people and injured more than 100 near damascus. URL,non-rumor,training,2,training,training,training,training,training
663925546812837888,"solo cups have been red for decades. if starbucks was taking a shot at christmas, solo shot first.",false,test,3,test,testting,training,training,training
614604054552018944,the @whitehouse is rainbow-colored tonight in celebration of scotus same-sex marriage ruling. URL URL,true,training,1,test,training,training,training,validation
637382230394822656,ben carson: what happened to blacks during slavery is why i am pro-life on abortion today URL URL,false,validation,3,test,training,training,validation,training
661222523275636736,"anonymous to kkk: you can hood, but you can't hide. #opkkk #hoodsoff URL",false,test,1,test,training,training,training,training
714531423273746432,an open letter to @realdonaldtrump from his top strategist-turned-defector: URL URL,unverified,test,3,training,training,training,training,validation
675043569367982081,‘el chapo’ threatens #isis: ‘my men will destroy you’ - URL URL,false,test,2,training,training,training,training,training
544314234541469696,uber intros surge pricing in downtown sydney during hostage siege URL URL,true,training,2,training,training,testting,training,validation
651809229842608128,avoid 5p bag charge using these from @trolleybagsuk enter here to #win a set with @star100x URL URL,unverified,training,2,training,testting,testting,training,training
693140340367187969,chiefs te travis kelce will have his own reality tv dating show: URL URL,non-rumor,test,3,training,training,validation,training,training
553534838880608256,#breaking gunman in policewoman killing suspected in new paris hostage-taking: source,true,validation,3,training,training,training,testting,testting
633961125126668288,a new cnn/orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL,false,validation,2,training,training,training,training,training
544512108885725184,paramedics are currently carrying out a number of hostages in #martinpl. #sydneysiege #9news,true,training,2,training,validation,training,training,validation
552805488631758849,"at least 12 killed in today's attack on satirical magazine #charliehebdo in paris, official says. URL",true,validation,0,training,training,validation,training,validation
645711628046995462,latest starving 'refugees' from #syria . these guys look like friggin soldiers to me! URL,false,training,2,training,validation,testting,training,training
614608936491188225,white house lit in rainbow colors after gay marriage ruling URL URL,true,training,2,training,validation,validation,training,training
693858804279201794,"poor women in india are fighting for the right to have a job. ""when you start working, your heart opens up."" URL",non-rumor,training,3,training,testting,testting,testting,training
674014933235859456,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL",false,validation,2,training,training,validation,training,training
690042063958732800,#ausopen: british number one andy murray beats australia's sam groth 6-0 6-4 6-1 scores: URL URL,non-rumor,training,3,training,training,training,training,training
693041285087756288,saliha is one of the first women ever to stand for election in saudi arabia: watch her story URL URL,non-rumor,training,0,training,testting,validation,testting,training
620971220301787136,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL,false,validation,3,test,training,testting,training,testting
656880145769197568,10 'back to the future' predictions that came true URL URL,false,training,1,training,training,training,training,validation
674263945172119552,1.15 million americans have been killed by guns since john lennon's death URL URL,true,training,1,training,training,training,training,training
612646796355960832,"after arrest, dylann roof was hungry. police bought him food from burger king. more details: URL URL",false,test,3,training,training,training,training,training
544511199702822913,police move in: police confirm live ammunition used in martin place #sydneysiege,true,test,2,training,training,training,validation,training
650952376954650629,pathetic little twat can’t wait to argue over 5p bag charge URL URL,unverified,validation,2,test,training,training,training,validation
693441093048766464,icymi: joseph pena squatted 875 pounds. he's 17 years old ... URL,non-rumor,training,0,training,training,testting,training,validation
553107921081749504,"two shot in paris, including traffic cop, as manhunt continues for #charliehebdo suspects URL URL",true,validation,3,training,training,testting,training,training
666190716448587776,warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL,false,training,2,training,training,training,validation,training
681199637387149313,sacha baron cohen and his wife donate $1 million to syrian refugees URL URL,non-rumor,training,3,training,training,training,training,validation
632377165477191680,trayvon martin at space camp in florida. #blacklivesmatter URL,true,training,2,training,training,training,training,training
652992524504600576,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim.",false,test,1,training,training,training,training,training
763738618573623297,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated: i do not... URL,unverified,training,1,test,testting,training,validation,training
672927317191229440,this is the face of female jihadist #tashfeenmalik could pass for a widow or orphan😤#norefugees #islamistheproblem URL,false,training,2,training,training,training,validation,training
757367391202471937,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified,validation,3,training,training,validation,validation,training
688819658057740290,us trying to locate americans missing in baghdad after al-arabiya reports they may have been kidnapped by militias URL,non-rumor,training,3,training,training,training,training,training
692845716826300418,"today, the @deptofdefense took steps to expand paid leave for military moms and dads → URL URL",non-rumor,validation,2,training,training,validation,training,training
756282236375277568,"laziness is a trait in blacks, 1991 book quotes trump as saying: URL URL",unverified,test,2,test,training,training,training,training
692748411481780224,"man held at disneyland paris carrying ""low-calibre"" guns & copy of koran - police sources URL URL",non-rumor,training,3,test,testting,training,training,training
675193315306905600,el chapo vs isis: mexican cartel boss threatens islamic state over drug trade URL URL,false,training,3,test,training,testting,training,testting
674364257799004160,adolf hitler vs donald trump URL,false,validation,0,training,validation,training,training,training
716461257025581056,.@berniesanders is pulling magic tricks out of a hat in nevada. we just officially won! URL,unverified,training,1,training,training,training,training,training
662430295254175744,#opkkk releases 500+ names and reveals unexpected #plottwist URL URL,false,training,2,training,validation,training,training,validation
544512676643500033,breaking @skybusiness: freed hostage borne high from #sydneysiege w/c.4 paramedic teams on the scene URL ( carsonscottli,true,training,2,training,training,validation,training,training
638050997340893184,"in celebrity death hoax news, james earl jones is not dead. URL URL",false,training,3,training,validation,validation,training,training
692890520960397312,"the terps do it again! no. 8 maryland knocks off no. 3 iowa 74-68, has beaten 5 of its last 7 top-5 opponents. URL",non-rumor,training,1,training,validation,training,training,training
544324444773433348,"uber says it has hiked prices in sydney to ""encourage more drivers to come online & pick up passengers."" URL #sydneysiege",true,validation,2,training,training,training,training,training
745236050407194624,the big one: 'large scale motion' detected along san andreas fault URL URL,unverified,training,3,training,training,training,training,training
673079581520318464,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years? URL,false,validation,3,training,validation,training,training,testting
691995324752252930,"the dave i know is polite, modest, and content. jumbotron dave is crass and loud. URL URL",non-rumor,validation,3,training,training,training,validation,validation
673984270902427650,donald trump and adolf hitler. two sides of the same coin. #racism #fascism URL,false,training,3,training,training,training,training,training
524975705206304769,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings. senators were to host maple leafs.,true,training,1,training,validation,validation,training,training
618805892222468096,jay z and beyoncé want to buy rights to the confederate flag: URL URL,false,training,3,test,testting,validation,validation,validation
693086478667112448,"the people have spoken: there is now a petition for @snoopdogg to narrate ""planet earth"" URL URL",non-rumor,training,1,test,validation,validation,validation,testting
614595181845839873,the white house is lit up rainbow. URL,true,training,0,training,validation,training,training,training
654371696195993600,colorado mcdonald’s offers first marijuana friendly smoking section in restaurant - URL,false,training,2,test,training,training,validation,training
665358434351509504,"breaking: 1st load of 10,000 syrian refugees arrived in new orleans URL #makeamericagreatagain URL",false,training,2,training,validation,validation,validation,training
755439197125767169,ohio police say an officer was served a sandwich containing glass shards at a restaurant. URL,unverified,training,3,training,testting,training,training,training
666633171325353989,"the myth of zouheir, a ""hero muslim security guard"" in paris URL (via @bbctrending) URL",false,training,2,training,training,training,training,training
729647367457230850,leading causes of death in the u.s.: 1. heart disease 2. cancer 3. medical error URL URL,unverified,training,1,training,training,training,training,testting
726442550266044416,"because target believes men can pee with girls, their stock has taken a huge hit. good. keep boycotting target. URL",unverified,training,0,test,training,training,training,validation
666070802924617728,jindal demands info about refugees entering new orleans... URL,false,training,3,training,training,training,training,training
544512664769396736,"breaking: police enter #lindt cafe, hostages flee URL #sydneysiege URL",true,test,2,training,training,training,validation,training
692106491365605376,apple announces most profitable quarter in u.s. history—and the end of unprecedented growth URL URL,non-rumor,validation,3,training,validation,testting,training,training
727966590084485120,.@caitlyn_jenner will reportedly pose nude for sports illustrated URL URL,unverified,test,2,training,validation,validation,training,training
691789524498845699,president obama announces ban on solitary confinement for juveniles in federal prisons - washington post URL,non-rumor,test,2,training,training,testting,training,training
767803368081358848,"fbi uncovers nearly 15,000 more emails and materials sent to or from hillary clinton. URL URL",non-rumor,validation,1,training,training,training,training,training
667379734343471104,donald trump is the new adolf hitler URL,false,validation,2,test,validation,training,training,training
715671763808493569,☆☆craigslist ad allegedly posted by bernie supporters offered $15 to protest at trump's rally in wisconsin. trump already creating jobs!,unverified,test,0,training,training,validation,training,training
653250169752977408,".@hillaryclinton is ahead of @berniesanders by 19 percentage points, in a new cbs news poll released sunday. URL",false,training,2,training,validation,training,training,training
656361703664451585,well done scotland! 5p carrier bag charge 1 yr old today - 80% cut in usage - 650m less bags -£6.7m for good causes. URL,unverified,test,1,test,training,training,testting,training
643103859729166337,unreal: watch what happens when desperate muslim refugees are offered red cross food URL URL,false,training,2,training,training,training,training,testting
714560810266132480,"letter to trump voters from his top strategist-turned-defector - i don’t know if this is real, but it’s believable. URL",unverified,validation,0,training,validation,training,validation,training
658065957823324160,"the father of steve jobs, the ground-breaking founder of apple, was a refugee from syria URL URL",false,test,3,training,training,training,training,training
693534670428971008,"up to 100 masked men, dressed in black, involved in ""migrant attack"" in stockholm URL URL",non-rumor,validation,3,training,testting,validation,validation,validation
722885778448121857,"a new transgender bathroom policy at @target is real, and it's fabulous: URL URL",unverified,training,1,test,validation,training,training,testting
614599619310407680,white house is aglow in the colors of the rainbow celebrating the supreme court's same-sex marriage decision. URL,true,test,2,training,testting,training,training,training
706933939953344514,bernie sanders speaking about institutional racism 👏🏽🙌🏽 URL,unverified,training,1,training,testting,training,training,validation
691285663522648065,"investigations into nearly 60 allegations of unlawful killing against uk soldiers in iraq are dropped, mod says URL",non-rumor,training,1,test,training,training,training,validation
661229627734667264,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL,false,validation,3,training,training,training,validation,training
714755546285477888,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL,unverified,training,1,test,training,training,testting,testting
672102358516670465,"holy christ, #samuraijack is returning to television! URL URL",non-rumor,training,1,training,training,training,training,validation
673686233936072704,72 dhs employees on the terror watch list: URL h/t @penguinsfan62,false,test,3,training,testting,testting,validation,training
618192748735299584,"the kissing islands, greenland! URL",false,validation,2,test,training,testting,testting,validation
715264793737879553,donald trump supports abortion ban and 'punishment' for women URL,unverified,training,2,training,validation,testting,training,validation
614594667225571328,breaking: the @whitehouse is celebrating with us tonight lit up in rainbow colors. #lovewins URL,true,training,1,training,testting,validation,testting,validation
693935557009801218,iran's supreme leader awards medals to troops who 'captured' u.s. sailors URL URL,non-rumor,training,1,test,validation,training,validation,training
644229386149888001,"greek customs captured containers of weapons and ammunition going to refugee camps in europe as ""plastic furniture"" URL",false,training,0,training,training,validation,validation,training
763428684850094080,breaking video : hillary surrogate calls for the assassination of julian assange. URL,unverified,training,2,training,training,training,training,training
671181758692507648,desperate ted cruz claims planned parenthood shooter was transgender leftis; based on rumor he read URL,false,training,1,training,training,testting,testting,training
692078399012130816,woman a leading authority on what shouldn’t be in poor people’s grocery carts URL URL,non-rumor,training,3,training,validation,testting,training,training
752875379765968897,"ted cruz is apparently riding with the president on air force one en route to dallas. man, barack obama is a saint.",unverified,test,1,training,training,training,training,validation
626642648179159040,this is how people in china are riding escalators after a horrific accident URL URL,false,training,3,test,validation,training,validation,training
742114513726623744,a tweet from @realdonaldtrump about the #orlando shooting: URL URL,unverified,training,1,test,training,training,training,training
716457799392342018,"bernie sanders has actually won nevada, not hillary clinton! the people have spoken! URL URL",unverified,validation,1,test,validation,training,validation,training
778625026144792577,massachusetts court finds that it’s ‘reasonable’ for black men to run from police to avoid racial profiling… URL,unverified,training,1,test,testting,training,validation,validation
614610920782888960,there will be cool photos of the white house w rainbow colors tonight but hard to top this one by chuck kennedy. URL,true,training,2,training,validation,training,training,training
715254040289021952,donald trump tells chris matthews: women deserve ‘some form of punishment’ for abortion URL URL,unverified,validation,2,test,training,validation,training,training
673872171341447169,72 dhs employees on terrorist watch list URL via @kredo0 URL,false,training,2,training,training,training,training,training
693167683701968896,women in america still earn only $0.79 for every $1 men make. it's time for #equalpay → URL URL,non-rumor,validation,3,training,training,training,training,training
724624672604610562,people are over here boycotting @target over their new transgender bathroom policy and i'm just like URL,unverified,validation,3,test,training,training,training,validation
655432919595548672,thousands of people in china claim they have seen a 'floating city' in the sky URL,unverified,test,2,training,validation,training,training,training
692014905239666688,danish lawmakers approve bill allowing seizure of asylum seekers' valuables to help cover expenses. URL,non-rumor,validation,2,test,validation,training,training,validation
544520042810200064,"#sydneysiege is over. 2 confirmed dead, #prayforsydney #prayforsydneyhostages #sydney #hostages",true,training,0,test,validation,training,training,training
692803280238419971,usgs: sonic boom confirmed in new jersey area after reports of shaking; cause not immediately known URL,non-rumor,validation,1,training,training,training,training,training
664000310856310784,"mysterious creature discovered in california, everyone naturally cries alien: URL URL",false,training,2,training,training,training,training,training
742571519105077248,considering the #orlando shooter was a registered democrat i'd like to just put these back here: URL,unverified,training,0,training,validation,training,training,validation
767541796410839040,powell breaks silence: clintons trying to 'pin' scandal on me! URL,non-rumor,training,3,training,validation,validation,training,validation
641972184412327937,alert! islam taught in tennessee schools URL #wakeupamerica #tcot #wethepeople #pjnet #ccot URL,true,test,1,test,training,testting,testting,validation
651321040119963648,el chapo puts $100 million bounty on donald trump...dead or alive! URL,false,training,2,training,validation,training,training,training
662151653462790144,hackers from anonymous say they're set to expose hundreds of kkk members URL #opkkk URL,false,training,2,training,validation,training,training,training
693844030589902848,.@dylanobrien learned the hard way to not mess with @shelleyhennig: URL URL,non-rumor,training,3,training,validation,training,testting,training
676067381299576832,72 dhs employees on terrorist watch list - washington free beacon URL,false,training,1,training,training,training,training,training
544491151118860289,"sydney hostage-taker - man monis, 49 - originally from iran - self-styled sheikh - accused of sexually assaulting 7 women developing..",true,training,3,training,training,validation,training,validation
544515538383564801,"haron monis,hostage-taker in #sydney: fled #iran 96,suspect in ex-wife killing,46 sex assaults URL URL",true,validation,2,test,testting,training,validation,validation
673615400655970304,shock: 72 'homeland security' employees on terrorist watch list... URL,false,test,2,test,training,validation,validation,validation
653432261203750912,why drunk vegetarians eat meat URL via @thedailybeast,unverified,validation,0,training,training,training,training,training
641443248909754368,kim davis angers 'eye of the tiger' creator after using song at prison release URL,false,test,3,training,training,training,validation,training
614601139422633984,white house lit in rainbow colors following us supreme court ruling that same-sex couples have right to marry. URL,true,test,2,training,validation,training,training,training
524931324763992064,very reliable source on parliament hill tells me the assailant has been killed. #cdnpoli #ottnews,true,validation,1,test,training,training,validation,testting
707786906189303808,meet kenny the tiger. he was born with down syndrome. he's proof you don't have to be perfect to be beautiful ❤️ URL,unverified,training,1,test,testting,training,training,validation
656047932093763584,"cnn/orc poll: clinton did best in 1st dem debate, but only sanders significantly increased support in past month. URL",false,validation,3,training,testting,training,training,training
723025600810766336,#ripchyna: the wwe icon has passed away at the age of 45. URL URL,non-rumor,test,3,test,training,validation,training,training
656595123590012928,10 'back to the future' predictions that actually came true URL URL,false,training,2,training,training,training,training,training
615346611955183616,breaking: south carolina to ban sale of tylenol. they fear picking of cotton from the bottles may represent slavery. URL,false,training,3,training,training,training,testting,training
763524712853102596,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated. #dncleaks URL,unverified,training,3,training,testting,training,training,training
663817239896821760,for everyone who thinks starbucks red cups are ruining christmas URL URL,false,training,1,training,testting,testting,testting,training
659462980476637184,fda confiscates several thousand chickens from kfc farms as mutations worsen URL URL,false,training,1,test,testting,training,testting,training
669259395902152704,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL",false,training,2,training,training,validation,training,validation
620367840902782976,translucent butterfly - beautiful! ' URL,false,training,1,training,validation,training,training,validation
733242244522725376,"🎯 #target backlash over transgender bathroom policy hits ""boiling♨️point""❗️ URL #boycotttarget URL",unverified,training,1,test,training,training,training,validation
544301453717041152,breaking update: gunman says four devices are located around sydney. security response underway. police calling for calm. 9news,true,training,1,test,validation,training,training,training
628045645010608128,"sylvester stallone was so broke before his script for rocky was accepted that he sold his dog for $25. after he bought it back for $15,000.",false,test,3,test,training,validation,training,training
672169954016403456,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country that has no parallel."" URL",false,test,2,training,training,training,training,training
693076140278153217,"michael phelps' gold medals and speedo crashed asu's ""curtain of distraction"" last night. you read that right. URL",non-rumor,test,2,training,training,testting,training,training
674314254732931072,".@presssec: @realdonaldtrump comment ""disqualifies"" him from presidency URL via @talkopan URL",false,test,2,training,testting,validation,training,testting
714555825122107392,an open letter to trump voters from his top strategist-turned-defector URL @juddapatow @andylassner @bettemidler,unverified,test,3,test,testting,training,training,testting
611039775856812032,what's lurking underneath that crispy crust? a kfc customer claims he got a fried rat: URL URL,false,training,1,training,testting,training,training,training
778681502825451520,black men have legitimate reason to run from police – #massachusetts supreme court URL URL,unverified,test,2,training,training,training,testting,testting
525068915068923904,***exclusive*** michael zahaf-bibeau caught on a #dashcam model sold at URL #ottawashooting URL,true,training,1,training,training,training,training,testting
740791134146965504,dear @hillaryclinton you're not the 1st woman presidential candidate. victoria woodhull is. look @realdonaldtrump URL,unverified,test,2,test,testting,training,training,validation
544504183341064192,"escaped #sydneysiege hostage, elly chen, a top student and skilled sportswoman URL URL",true,training,1,training,training,validation,validation,validation
553476490315431937,police convoy and helicopters are rushing to scene to detain charlie hebdo massacre suspects URL URL,true,training,3,test,validation,validation,training,validation
761573188543229952,good news: our businesses have added 15 million jobs over the past 77 months → URL URL,non-rumor,training,0,training,training,training,training,testting
673696115305406466,72 dhs employees on terrorist watch list URL,false,training,2,training,training,validation,training,training
651825062174195712,ben carson is the most brainless brain surgeon in america. my new column: URL,false,training,3,training,training,training,training,training
633949800761700352,cnn/orc poll: donald trump now competitive in general election URL via @jennagiesta URL,false,training,2,test,testting,validation,validation,training
761999790892806144,“our team boasts the most women who have ever competed for any nation at any olympic games.” —@potus on @teamusa: URL,non-rumor,test,1,training,validation,training,training,training
553587013409325058,#breaking charlie hebdo gunmen's hostage freed and safe after police assault,true,test,1,test,training,validation,training,training
544513524438155264,"sydney siege: police enter cafe as hostages flee the scene, gunfire heard, reports of an injured person – live URL",true,test,3,training,validation,training,training,testting
672539897899577344,mass shootings list. reagan - 11 bush sr - 12 clinton - 23 bush jr - 16 obama - 162 #sanbernadino,false,validation,3,test,training,training,validation,training
693691456222052352,"red alert! drake just dropped a new single called, ""summer sixteen"" from his new album. URL URL",non-rumor,training,1,training,testting,training,training,training
693648684857323521,spoiler alert: leo and kate were ridiculously cute together at the 2016 #sagawards. URL URL,non-rumor,training,3,training,training,training,testting,testting
655812191233417216,when refusing to pay the 5p bag charge backfires URL 😂🙈,unverified,training,3,training,training,training,testting,training
672219174463275008,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country."" URL URL",false,training,0,training,training,training,validation,training
614628865353351168,the white house takes on rainbow hues in celebrating #scotusmarriage decision: URL URL,true,validation,3,test,testting,training,training,training
727854332188577792,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL,unverified,test,3,training,training,training,training,testting
544358564484378624,police: negotiators are now in contact with armed hostage-taker in sydney situation; motive remains unknown - URL,true,training,1,training,training,training,testting,training
742012307694223361,#orlando oh look the muslim shooter was also a democrat! URL,unverified,training,2,training,validation,validation,training,validation
707332312724283392,"obama to skip nancy reagan's funeral for music, film festival in austin, tx URL via @waynedupreeshow",unverified,validation,3,training,training,training,training,training
755447443009916929,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich URL URL,unverified,training,2,training,training,training,training,training
693555965019492352,denver medical center on lockdown; 9 at hospitals after deadly incident at denver coliseum URL URL,non-rumor,validation,2,test,training,training,training,training
705092738224525312,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday URL",unverified,validation,1,training,training,training,training,training
724661834419048448,"hey guys, target isn't backing down check the usa today article about the boycott URL",unverified,test,0,training,validation,training,validation,training
757190314880884736,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.” URL",unverified,training,1,training,training,training,testting,training
544278985249550337,geoblock lifted on #abcnews24. streaming coverage of the martin place siege in sydney here URL,true,validation,0,training,validation,training,validation,training
544367462012432384,"more: police confirm 3 hostages escape sydney cafe, unknown number remain inside URL #sydneysiege",true,training,3,training,validation,validation,testting,validation
775672628493357057,clinton hides failing health? full disclosure now: covert doctors and nurses URL via @mailonline #maga @realdonaldtrump,unverified,training,2,test,training,training,testting,training
692797856386777089,an adorable young fan asked riley curry to be his valentine ... and steph responded: URL URL,non-rumor,training,1,training,validation,training,training,training
614645853291155457,"as sun goes down, white house lights up rainbow colors to celebrate scotus ruling: URL URL",true,validation,1,training,training,testting,testting,training
682916727282270208,erdoğan cites hitler's germany as example of effective government URL,non-rumor,training,3,training,validation,training,testting,validation
725983128444129280,starve the beasts destroying our #civilsociety #target stock ➡️ sinks $1.5 billion URL URL,unverified,training,2,test,training,training,training,training
766808183696351233,"laziness is a trait in blacks-trump, according to former president of trump plaza hotel and casino @vitico46 URL",unverified,training,1,training,training,validation,testting,training
552791196247269378,"breaking: at least 10 killed in shooting at french satirical newspaper charlie hebdo, paris prosecutor's office says. URL",true,test,1,training,training,validation,testting,training
